Time	aextx	s2	s3	s4	s5	Vs2	Vs3	Vs4	Vs5	ACCs2	ACCs3	ACCs4	ACCs5	FC	Gap	Kh	Damping	M	K
0.0	0.0022014527391684	-0.011185299242733	-0.0046920684080879	-0.0113082889503541	-0.0111157214243439	0.0033332809034095	5.690897785333211e-05	-0.0027744093574723	0.0078061073150708	-3.696227676621529e-05	2.0956238810684305e-05	7.189516878513322e-05	-0.0001588147727798	0.0	0	0	0	0	0
0.0039	0.0017921682509033	-0.0112426225209772	-0.0052494572989037	-0.0111703849481741	-0.010817673719018	0.0032782902340258	8.724398178767143e-05	-0.0026682667037878	0.0075723324462876	-3.65842136279658e-05	2.038215791967748e-05	7.062692907838978e-05	-0.0001565888273347	0.0	0	0	0	0	0
0.0078	0.0022136819184065	-0.0112707539583325	-0.0057233226040015	-0.0110579655844034	-0.0106114598868302	0.0032232348587159	0.0001174162889295	-0.0025623621460943	0.0073385114114396	-3.620593228097043e-05	1.9811476526551306e-05	6.935347635795873e-05	-0.000154365333237	0.0	0	0	0	0	0
0.0117	0.0017811485212648	-0.0112464830098076	-0.0060494985753678	-0.010993518483368	-0.0105540224151286	0.0031683685977934	0.0001471559701078	-0.0024574222989427	0.0071058669439893	-3.582340996555414e-05	1.9242850891111344e-05	6.80619380989981e-05	-0.0001521313717024	0.0	0	0	0	0	0
0.0156	0.0027232079170674	-0.0111653415890886	-0.0061979820146009	-0.0109848984997771	-0.010635928114376	0.0031139372793625	0.0001762264319038	-0.0023541062557546	0.0068755626442125	-3.543377836587879e-05	1.867541678032162e-05	6.674336703633681e-05	-0.0001498788634495	0.0	0	0	0	0	0
0.0195	0.0021733575887315	-0.0110431404665535	-0.0061702355157108	-0.0110231878968033	-0.0107865754189887	0.0030601422566421	0.000204447211867	-0.0022529308134732	0.0066485472797751	-3.503561884958106e-05	1.8108973638429825e-05	6.539359670479577e-05	-0.0001476054499588	0.0	0	0	0	0	0
0.0234	0.0022290754762555	-0.0109110553019048	-0.005987861642428	-0.0110868194773542	-0.0109078781880159	0.0030071197314998	0.0002317041589849	-0.0021542333880348	0.0064254684611084	-3.4628943204683215e-05	1.754404890259832e-05	6.401324613527975e-05	-0.0001453141712928	0.0	0	0	0	0	0
0.0273	0.0026695367422266	-0.010804855104327	-0.0056820315301009	-0.0111502393140004	-0.0109194795196677	0.002954936382531	0.0002579473215187	-0.0020581720630547	0.0062066574860767	-3.421488311432024e-05	1.69818191317423e-05	6.260697421589218e-05	-0.0001430121223097	0.0	0	0	0	0	0
0.0312	0.0018308033626156	-0.0107517471704328	-0.0052901791215769	-0.0111931437055743	-0.0107915249895392	0.0029035982959078	0.0002831793964383	-0.0019647543012803	0.0059921712747967	-3.37951881466366e-05	1.6423890279124458e-05	6.118219864671886e-05	-0.0001407084508515	0.0	0	0	0	0	0
0.0352	0.0026698611379152	-0.0107611614472301	-0.0048602912298697	-0.0112061271568096	-0.0105493781981193	0.00285306832636	0.0003074388227999	-0.0018738821303245	0.0057818690951794	-3.337169117960348e-05	1.587197937167474e-05	5.974758349533478e-05	-0.0001384121888429	0.0	0	0	0	0	0
0.0391	0.0022285592721183	-0.0108242454004942	-0.0044572083833678	-0.0111900878443722	-0.010252603598911	0.0028032865073386	0.0003307816834827	-0.0017854016390962	0.0055755007458821	-3.294590569971994e-05	1.5327573062298584e-05	5.831163254863358e-05	-0.00013613043776	0.0	0	0	0	0	0
0.043	0.0021738021599976	-0.0109214571292823	-0.0041618897841761	-0.0111499877289757	-0.0099641604282352	0.0027541887338422	0.0003532659274164	-0.0016991471204499	0.00537278702204	-3.251885504329703e-05	1.4791643637501957e-05	5.688166245284884e-05	-0.0001338673062001	0.0	0	0	0	0	0
0.0469	0.0022232251393115	-0.011033472350497	-0.0040559191289688	-0.0110876542918824	-0.0097267838652379	0.0027057204474421	0.0003749402983646	-0.0016149737862251	0.0051734801497498	-3.2091128860761954e-05	1.4264478463626416e-05	5.546327784783571e-05	-0.0001316237386812	0.0	0	0	0	0	0
