Time	aextx	s2	s3	s4	s5	Vs2	Vs3	Vs4	Vs5	ACCs2	ACCs3	ACCs4	ACCs5	FC	Gap	Kh	Damping	M	K
0.0	0.0048867883058685	0.0045777551878523	-0.0239065939827282	-0.0927127869117544	-0.1374068323257273	0.0089920926120414	-0.0070261109352468	-8.69431012715277e-05	0.0051604193634006	-0.0001338878511057	0.0001717671111147	-2.094813682007546e-05	-3.999933216480844e-05	0.0	0	0	0	0	0
0.0039	0.0040299626743736	0.004288018297928	-0.0233534836106177	-0.0922663279975257	-0.1375520532052725	0.0087940283412495	-0.0067737975342278	-0.0001174519391538	0.0051010147880022	-0.0001326587100162	0.0001689214727472	-2.036467347510016e-05	-3.995428714320784e-05	0.0	0	0	0	0	0
0.0078	0.0030545077880572	0.0040574339406765	-0.0228942278355844	-0.0918679149357774	-0.1376635067683997	0.0085954973610889	-0.0065216978722829	-0.0001477566292507	0.0050412343115412	-0.0001314296665091	0.0001660839158746	-1.978112903535629e-05	-3.990962240781413e-05	0.0	0	0	0	0	0
0.0117	0.0027593118422217	0.0039158918941176	-0.0226025914441721	-0.0915457574340829	-0.1377221687942553	0.008397253629774	-0.0062713050790061	-0.0001775606647938	0.0049811515839287	-0.000130191798266	0.0001632409650483	-1.919125221171677e-05	-3.986661544095833e-05	0.0	0	0	0	0	0
0.0156	0.0030290178907807	0.00386275692118	-0.0225151459176063	-0.0912941061383602	-0.1377299020022111	0.0082000657146768	-0.0060240067486688	-0.0002066044395472	0.0049208777228594	-0.0001289395129782	0.0001603844198108	-1.8590239511827943e-05	-3.982708987007266e-05	0.0	0	0	0	0	0
0.0195	0.0040801297706144	0.0038662551202459	-0.0226268810333661	-0.0910845339006174	-0.1377040700228553	0.0080045916245237	-0.0057809126872269	-0.0002346887958986	0.0048605259412523	-0.0001276711719337	0.0001575124056471	-1.7975232249965177e-05	-3.979340809426416e-05	0.0	0	0	0	0	0
0.0234	0.0048135365621584	0.0038742033907897	-0.0228965575676262	-0.0908889230343503	-0.137667799705199	0.0078113030905259	-0.0055427636260527	-0.0002616858441994	0.0048001865254195	-0.0001263888618404	0.0001546290301876	-1.7345488488457964e-05	-3.976825397079848e-05	0.0	0	0	0	0	0
0.0273	0.0049897868877997	0.0038329389801953	-0.0232578544190871	-0.0907000991773805	-0.1376441231733876	0.0076204624795759	-0.0053099219013975	-0.0002875371077012	0.0047399143450909	-0.0001250974147116	0.0001517428391313	-1.6702264604387043e-05	-3.975421535940857e-05	0.0	0	0	0	0	0
0.0312	0.0052099908299722	0.003708857671987	-0.0236326898851833	-0.0905396885587286	-0.1376556598159855	0.0074321433176521	-0.0050824273084469	-0.0003122416702472	0.0046797279342237	-0.0001238029232806	0.0001488644944967	-1.604847479536273e-05	-3.9753236596533655e-05	0.0	0	0	0	0	0
0.0352	0.0040871505853473	0.0035054779413892	-0.0239454562360432	-0.0904493671378248	-0.1377243923850064	0.0072462786358201	-0.004860092020128	-0.0003358384686749	0.004619617095626	-0.000122511111326	0.0001460042556657	-1.5388211169542145e-05	-3.9766071208850365e-05	0.0	0	0	0	0	0
0.0391	0.0043186562788773	0.0032681823415223	-0.0241378340083821	-0.0904684362405779	-0.13786540739066	0.0070627199474737	-0.0046426071616729	-0.0003583871711929	0.0045595550275769	-0.0001212259611339	0.0001431698776032	-1.4726206846910711e-05	-3.9791894839681295e-05	0.0	0	0	0	0	0
0.043	0.0040728290408361	0.0030715265605678	-0.0241816994770541	-0.0906082162943177	-0.1380749468674193	0.006881292446291	-0.0044296383401158	-0.0003799513585071	0.0044995110117996	-0.000119948926493	0.0001403653916963	-1.4067315564824316e-05	-3.9828203257380645e-05	0.0	0	0	0	0	0
0.0469	0.0035380550011629	0.0029916850938354	-0.0240851525889622	-0.0908383228843779	-0.1383207635321855	0.0067018371263857	-0.0042208955430221	-0.0004005862938956	0.0044394605062885	-0.0001186788689063	0.0001375909274914	-1.3416065665390589e-05	-3.987102469662738e-05	0.0	0	0	0	0	0
