Time	aextx	s2	s3	s4	s5	Vs2	Vs3	Vs4	Vs5	ACCs2	ACCs3	ACCs4	ACCs5	FC	Gap	Kh	Damping	M	K
0.0	0.0080163855204955	-0.0046005710913312	-0.6458979035874125	-1.3186089597688633	-2.021797902237047	-0.0011671355753942	-0.0063189028154083	0.0038924808823493	-0.0008449517527394	1.698695343424327e-05	0.0001378093585055	-7.091409608920614e-05	-9.979876777101636e-06	0.0	0	0	0	0	0
0.0039	0.0070811699608812	-0.0059055730464362	-0.6448357962135419	-1.318114315237291	-2.022605615214676	-0.0011424002005167	-0.0061163403936796	0.0037876985417886	-0.0008593890785954	1.6735697580631407e-05	0.000135593959474	-6.993829849980249e-05	-9.759018191440756e-06	0.0	0	0	0	0	0
0.0078	0.0071202721992297	-0.007004400171441	-0.6439473891513557	-1.3176807583617722	-2.023313300378053	-0.0011176283787851	-0.0059138988799031	0.0036829343967526	-0.0008737918923324	1.6488941299421908e-05	0.0001333842859186	-6.895645414391958e-05	-9.540441222813158e-06	0.0	0	0	0	0	0
0.0117	0.0070794821712756	-0.007742952628389	-0.6433529594669521	-1.317348032437066	-2.023836849337207	-0.0010929315865888	-0.0057127443863663	0.0035787612185203	-0.0008880613527011	1.624976374159867e-05	0.000131169300505	-6.79565979243092e-05	-9.323107798027632e-06	0.0	0	0	0	0	0
0.0156	0.0071194129014438	-0.0080560965035448	-0.643094169280631	-1.3171208890070767	-2.024124429189648	-0.0010684183099991	-0.0055139709067389	0.0034757207934153	-0.0009021057161282	1.6020544001769334e-05	0.0001289423021168	-6.693062424272351e-05	-9.106099496237857e-06	0.0	0	0	0	0	0
0.0195	0.0075831447929078	-0.007977701436018	-0.6431344654379063	-1.3169727025694893	-2.024165626251869	-0.0010441771281244	-0.0053184630421415	0.003374254142183	-0.000915849773399	1.5802751828116855e-05	0.0001267016930733	-6.587513861334465e-05	-8.888693445858929e-06	0.0	0	0	0	0	0
0.0234	0.0062128036755617	-0.0076251320957651	-0.6433835170671969	-1.31686384835701	-2.023994588425626	-0.0010202669359458	-0.0051268208723956	0.0032746632331412	-0.0009292398836117	1.559688643702855e-05	0.0001244506281912	-6.479147720173801e-05	-8.670368270586986e-06	0.0	0	0	0	0	0
0.0273	0.0070927155331732	-0.0071651317293383	-0.6437326861951636	-1.3167656268721506	-2.023686079588138	-0.0009967147988227	-0.0049393484641578	0.0031771048099743	-0.0009422447924333	1.5402538253606744e-05	0.0001221957322838	-6.368499743227163e-05	-8.450770185451701e-06	0.0	0	0	0	0	0
0.0312	0.0084003933483781	-0.006769958896438	-0.644087980084528	-1.3166770392068694	-2.0233421172851216	-0.0009735201173411	-0.0047560935864891	0.0030816098325509	-0.0009548532866633	1.5218536712249545e-05	0.0001199452298149	-6.256382926305561e-05	-8.229670674686572e-06	0.0	0	0	0	0	0
0.0352	0.0076077054842042	-0.0065726803810742	-0.6443911878022878	-1.316625408156676	-2.0230683240990763	-0.0009506626944012	-0.0045769188806806	0.0029881183139793	-0.000967069953617	1.504316389809528e-05	0.0001177069311027	-6.143733275469357e-05	-8.006948213955568e-06	0.0	0	0	0	0	0
